,Unnamed: 0,Unnamed: 0.1,학번,학생소속대학명,학생교육부계열,성별,입학과정,학적,학과,전공,전공교수,rec012_nation_cd,과정,수료년도,수료학기,rec012_birth_dt,gpa,rec012_school_term,인건비총액,서류점수,면접점수,학부출신,대학원출신,월별인건비
14,14,38,AAEIFDOqHG7LyP0qdJyF9rdH,공과대학,공학,1,정원내신입학,재학,전기전자공학과,반도체 및 나노전공,AAEi0/vt9suG6wBPbYe80RHO,korean,석사과정,,,19961021,4.17,2,16200000,47.41,46.12,타교,,1350000
18,18,42,AAF/gDbBJLTcDD/NtXARGwQ6,공과대학,공학,1,정원내신입학,재학,전기전자공학과,신호 및 멀티미디어전공,AAFptwmanjlLzXaPDP6w+HhG,korean,석사과정,,,19951207,4.5,2,12692000,43.58,42.88,타교,,1057666.667
19,19,47,AAFbcIbsluMtERszopN9ReiN,공과대학,공학,2,외국인,재학,전기전자공학과,통신 및 네트워크전공,AAEDRkBX7/Ql8YY92VjxsLch,foreigner,석사과정,,,19981016,4.5,2,17676993,99.6,0,타교,,1473082.75
22,22,54,AAHinCtk7MJlDPWxbn9Tcxli,공과대학,공학,1,정원내신입학,재학,전기전자공학과,반도체 및 나노전공,AAGVaVDMnAJbsoy6IqhpItUd,korean,석사과정,,,19951011,4.25,2,10215000,49.74,49.55,자교,,851250
29,29,64,AAGgfao3RLQ4PhbPN/ULZZ7p,공과대학,공학,1,학연산협동과정,재학,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,korean,석사과정,,,19960810,3.67,2,,41.61,41.85,타교,,0
30,30,65,AAH9lkqnuEDJ6Jtld85Ond+D,공과대학,공학,1,정원내신입학,재학,전기전자공학과,통신 및 네트워크전공,AAE9GAgYnBT76ywUf8EXt/Yl,korean,석사과정,,,19960821,4.5,2,16975000,41.62,41.74,타교,,1414583.333
293,293,675,AAH5NmVo6Wh68zyh1aHs48TT,공과대학,공학,1,정원내신입학,수료,기계공학과,기계공학전공,AAHJbaJlFW9Mf4ji62hb+LRY,korean,석사과정,2020,2R,19880602,3.81,4,2299990,46,46,타교,,95832.91667
407,407,901,AAG/uZMAz/iQCTuC2zJNUZoS,공과대학,공학,1,정원내신입학,제적,산업경영공학과,산업경영공학전공,AAEYVfsfVhIHnbTEKHsFv2Gf,korean,석사과정,,,19900929,,1,,42,48,타교,,0
602,602,1226,AAFE6U7lWfTRWghLtYgpvoE1,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAGMlJxfOORPzbzO8WPFu09N,korean,석사과정,,,19950117,4.38,4,33600000,43,49,자교,,1400000
627,627,1284,AAH9M9rP+31VPLiKzVgVdV8F,공과대학,공학,2,정원내신입학,재학,기계공학과,기계공학전공,AAEXgpbpybfmEYI/SfyD7udJ,korean,석사과정,,,19970925,4.5,4,30925660,47,49,자교,,1288569.167
639,639,1305,AAFhgoGHZPoF2UKcKRIyhDs7,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,korean,석사과정,,,19950830,3.61,4,30900000,47,49,자교,,1287500
640,640,1309,AAHrMSJbqtwAavxkKR+ZFhXj,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,korean,석사과정,,,19950616,4.25,4,37459420,40,47,타교,,1560809.167
641,641,1310,AAHnFz1km9Zp7TnV1hmDvnLx,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,korean,석사과정,,,19931015,4.44,4,15360000,46,49,자교,,640000
656,656,1329,AAFfSrXLFHM5cR2csinj+nu9,공과대학,공학,2,정원내신입학,재학,기계공학과,기계공학전공,AAFZhxnfhD7uvw5/71PG38pz,korean,석사과정,,,19951215,4.25,4,25610700,39,48,타교,,1067112.5
657,657,1330,AAFN1mWiA7gVXModAneriTBv,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAGDZ4rkGFkJQKMblYZPp9Q3,korean,석사과정,,,19961207,4.38,4,32436060,44,49,자교,,1351502.5
658,658,1331,AAHmkGb62nu1RZR9FqN7qpvs,공과대학,공학,2,정원내신입학,재학,기계공학과,기계공학전공,AAFAbhVgDcRTPKjlPahhiYS1,korean,석사과정,,,19961212,3.94,4,,39,46,타교,,0
660,660,1333,AAHCDPV2qb4VZ7J3jT6OwXk2,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFsSXjLr7pE02FUjiD8u0rv,korean,석사과정,,,19940605,4.06,4,9750000,44,49,자교,,406250
672,672,1367,AAGFBGMNUVlBel+BtwQb8wOJ,공과대학,공학,1,정원내신입학,제적,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,korean,석사과정,,,19951120,,1,5241600,40,48,타교,,873600
673,673,1369,AAGhb+9X7Tgzjwgd9mMydHRV,공과대학,공학,1,정원내신입학,재학,산업경영공학과,산업경영공학전공,AAFALvCxkcHPLh1HSG5JfBLX,korean,석사과정,,,19960209,4.25,3,29400000,38,45.33,자교,,1633333.333
674,674,1370,AAFVSqTcC7fNq3ZlLHQneLKc,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,korean,석사과정,,,19931224,4.19,4,41700000,45,49,자교,,1737500
675,675,1373,AAHNrbBmf/27TVs+Az9aS5tG,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAEXgpbpybfmEYI/SfyD7udJ,korean,석사과정,,,19951205,4.44,4,34151760,46,49,자교,,1422990
676,676,1375,AAEO8FIlQUJ0NoEGboURRZDS,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAG9vgWMRYHtNalVfeopzK5v,korean,석사과정,,,19951020,4.44,4,35337250,41,48,타교,,1472385.417
677,677,1376,AAFbX8Xn8Cne5mEWDLpDrfu4,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAEXgpbpybfmEYI/SfyD7udJ,korean,석사과정,,,19950921,4.38,4,32841360,46,49,자교,,1368390
695,695,1412,AAHLphtSuDSMPW4AoYcCrqiO,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFK+5SVj9ejLiucZZsQCDJk,korean,석사과정,,,19930826,4.07,4,13068000,42,49,자교,,544500
704,704,1423,AAFwviYLhhGxX5HkkzklqUwf,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAGDZ4rkGFkJQKMblYZPp9Q3,korean,석사과정,,,19930722,4.44,4,29436060,45,49,자교,,1226502.5
707,707,1426,AAG/jkIO/mU8RYJRKZWAaO2C,공과대학,공학,2,학연산협동과정,재학,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,korean,석사과정,,,19950929,4.31,4,,39,48,타교,,0
708,708,1428,AAHmyV1I9/QJ2JleELxvSgUI,공과대학,공학,1,학연산협동과정,재학,기계공학과,기계공학전공,AAG/cBJlTlTFYnyDm7BwmMGG,korean,석사과정,,,19900124,3.56,4,,39,49,타교,,0
722,722,1449,AAF65oHppIK5GZYafUsD3qLY,공과대학,공학,2,학연산협동과정,재학,기계공학과,기계공학전공,AAHy8v9SxR3RPadDh04S1IFi,korean,석사과정,,,19920812,4.05,4,,40,47,타교,,0
723,723,1452,AAH2M/VRJzuZ/VzjyJuylkTm,공과대학,공학,1,학연산협동과정,재학,기계공학과,기계공학전공,AAFhUnpsVpJ3YF7ElhS8O84k,korean,석사과정,,,19860210,4.13,4,,40,49,타교,,0
724,724,1453,AAEeU3ubOsMPmSHcmlhk8/u1,공과대학,공학,1,학연산협동과정,재학,기계공학과,기계공학전공,AAHJ8uyqOAABSaCYNkI4XaaR,korean,석사과정,,,19950403,4.28,4,,42,49,타교,,0
725,725,1454,AAF8KuTgbUwmgna4vwE3ueSl,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAHJ8uyqOAABSaCYNkI4XaaR,korean,석사과정,,,19950727,4.31,4,12840000,48,45,자교,,535000
735,735,1476,AAGqImSPhJP5dftSktdxM008,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFCjzX9qe0W7xkpRbHTLFPT,korean,석사과정,,,19950610,4.42,4,22500000,45,49,자교,,937500
736,736,1478,AAGShFt+gjrx8wVohNlnR4PN,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAHJ8uyqOAABSaCYNkI4XaaR,korean,석사과정,,,19950711,4.5,4,27100000,45,48,자교,,1129166.667
781,781,1557,AAEw17pPPZL/lfJc4MblAaco,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,korean,석사과정,,,19950509,4.39,4,43300000,46,48,자교,,1804166.667
783,783,1561,AAGXaM3YImo3CAWDF9oKJ5DT,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAGMlJxfOORPzbzO8WPFu09N,korean,석사과정,,,19951025,4.38,4,33600000,47,49,자교,,1400000
798,798,1586,AAGXuZfKWo9ku4i/UMEF6Te9,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAGMlJxfOORPzbzO8WPFu09N,korean,석사과정,,,19950104,4.38,4,33600000,44,48,자교,,1400000
799,799,1587,AAF9GQa/GB+ZSzAApUuyneEv,공과대학,공학,1,정원내신입학,재학,기계공학과,기계공학전공,AAFHzY8JkkLSWvCRab14c8yE,korean,석사과정,,,19951102,4.5,4,43300000,47,49,자교,,1804166.667
820,820,1629,AAFgQr4R1GnjcIzkq9SYUCUD,공과대학,공학,2,정원내신입학,제적,전기전자공학과,집적회로전공,AAG3+nQQfku8TxQrKNeggbkB,korean,석사과정,,,19940423,,1,,38.4,38.8,타교,,0
823,823,1632,AAG2QYeBCjMGjzdXUaXzNMnL,공과대학,공학,1,정원내신입학,제적,전기전자공학과,반도체 및 나노전공,AAFdRZU5Uy5qf4+4nNEb3Bx6,korean,석사과정,,,19911029,,1,,39.5,39.9,타교,,0
825,825,1634,AAH9pphYc/OGpleCvGUDNuMd,공과대학,공학,1,정원내신입학,제적,전기전자공학과,신호 및 멀티미디어전공,AAGioczb0MZcdiThVufZfhjq,korean,석사과정,,,19890827,4.13,1,9066078,40.4,46.5,타교,,1511013
827,827,1636,AAEKrOWvcS2sDjCjdacsAaSy,공과대학,공학,1,정원내신입학,제적,전기전자공학과,신호 및 멀티미디어전공,AAGioczb0MZcdiThVufZfhjq,korean,석사과정,,,19930321,3.88,1,4130255,32.6,33.2,타교,,688375.8333
912,912,1818,AAHE2yiRYAywZYGAuaGLKVAg,공과대학,공학,2,정원내신입학,재학,바이오마이크로시스템기술협동과정,의공학전공,AAGz98vyNVvqooFO4gd6pXfq,korean,석사과정,,,19970322,3.56,4,,49,34,타교,,0
947,947,1917,AAEImgoOJo8Vort1/6Dq2bRa,공과대학,공학,1,정원내신입학,재학,메카트로닉스협동과정,메카트로닉스전공,AAHCDViqJJEmqBBosbURMvpo,korean,석사과정,,,19950329,4.25,4,36018000,47,48,타교,,1500750
954,954,1926,AAGNzjQwQZxtMdRVUyx9/fpo,공과대학,공학,1,정원내신입학,재학,메카트로닉스협동과정,메카트로닉스전공,AAHCDViqJJEmqBBosbURMvpo,korean,석사과정,,,19821007,4,4,,46,48,타교,,0
980,980,1984,AAHkN1YjoM2iFdMMK39hzpbW,공과대학,공학,1,정원내신입학,재학,마이크로/나노시스템협동과정,마이크로/나노시스템협동과정전공,AAEjhMsY958qKCUYKbgm7g0N,korean,석사과정,,,19920126,3.95,4,,42,45,타교,,0
981,981,1989,AAHijG+yBnoUdbhABP4tJH/Q,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19951129,4.22,4,34615000,49,48.67,자교,,1442291.667
982,982,1991,AAHosrAyb8IW+S+C+zRa6goH,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19960215,3.81,4,,48.33,48.33,타교,,0
983,983,1992,AAGLEHeKpIUgCfdouIvpbSaS,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAGng2Xk5q/nlflQ02KiFiAY,korean,석사과정,,,19930718,3.95,4,,46.33,46,타교,,0
987,987,2003,AAGX8vDB4LBZewAK0wG7Wd1l,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAEQVR5vzA37fG9ZjitVV427,korean,석사과정,,,19921109,3.81,4,,48.33,48.67,타교,,0
988,988,2006,AAHh+aEHjKzaEm5WLlpoQ00J,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAFi4juzPESAU71QzFVv2xel,korean,석사과정,,,19950925,4.06,4,,48.67,48.67,타교,,0
989,989,2010,AAHgXOrKX1ecoCOg2C6TnkMx,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19941022,4.44,4,,50,49.67,타교,,0
990,990,2011,AAFwQ65IadgQZGpWjAEmQHOP,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19920906,4.31,4,,47.67,47.67,타교,,0
991,991,2012,AAGuMP9NTuDAc94xbYOxNG0U,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAEQeczXMHprDJeLute9KZ4D,korean,석사과정,,,19980202,4.25,4,,47,47,타교,,0
992,992,2013,AAHESXFLFX+tU66pzOHRE48R,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAHMngiUwqKD8mqXyCpl4RdA,korean,석사과정,,,19961227,4.38,4,,48.67,48.67,타교,,0
993,993,2014,AAHL3OEQWy5kR3t5vYJz6t88,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAGng2Xk5q/nlflQ02KiFiAY,korean,석사과정,,,19950517,4.13,4,,48.33,48.67,타교,,0
994,994,2016,AAHJY+iy0ouJ9zLzrfPBO8mP,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF4pNgCtw8Vp1PBSri//9b6,korean,석사과정,,,19940108,4,4,,49.67,49.67,타교,,0
1014,1014,2048,AAFC+Zel3pLz/v3z/LXWCPlK,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAHVMQxXZzh89KjrTenp6nPf,korean,석사과정,,,19920902,3.71,4,,49.33,49.33,타교,,0
1015,1015,2049,AAE85MFovkxWfocqMLMZlJMx,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAEQeczXMHprDJeLute9KZ4D,korean,석사과정,,,19930902,4.21,4,,49.33,49,타교,,0
1016,1016,2050,AAFtbPJZ8ZquCdetWvAfms0m,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAG/JVT6xluE6DbNm+mre8iq,korean,석사과정,,,19951023,3.81,4,,49.67,49.67,타교,,0
1017,1017,2051,AAGg48/8aS/14hzXCXDLGzjJ,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19950907,3.94,4,,49,49,타교,,0
1018,1018,2052,AAE0WQpwfIlS5zeDo6vXQSRl,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAE330+czTet4zmy3RsNp6PW,korean,석사과정,,,19950117,4.06,4,,48,48,타교,,0
1024,1024,2065,AAG4BRAjGrjjkQxOpI1ilaue,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19961115,4.06,4,,46.33,46.67,타교,,0
1025,1025,2066,AAHh94CyXLEV4ViDJt7037Mn,공과대학,공학,2,정원내신입학,재학,신소재공학과,신소재공학전공,AAG1JS763bArlfh1Ui7r3385,korean,석사과정,,,19960930,4.45,4,31089519,47.67,48,자교,,1295396.625
1028,1028,2079,AAG06qbMw9pXsYWIIhZ0tRDe,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAFrKRhc4pBNk+lwpuzAzJxf,korean,석사과정,,,19930214,4.44,4,35640000,49.7,49.7,자교,,1485000
1029,1029,2081,AAEsF6tg6BwjrWfMQH0TLFv9,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAFFq98RVJmyy5oFdvH57EFj,korean,석사과정,,,19931115,3.86,4,35800000,48,48,타교,,1491666.667
1030,1030,2082,AAGMPTIW7yUJ1GH7dlZMraUv,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAFFq98RVJmyy5oFdvH57EFj,korean,석사과정,,,19950928,4,4,31900000,49,48.7,타교,,1329166.667
1031,1031,2083,AAGbZq6xLHG/JIZ+NBfjAsDg,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAFrKRhc4pBNk+lwpuzAzJxf,korean,석사과정,,,19950906,4.36,4,34940000,49.3,49,자교,,1455833.333
1032,1032,2088,AAHtCkw97fwWg3B2cHj2Gu4R,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19941028,4.17,4,,49.67,49.33,타교,,0
1033,1033,2092,AAFlQ0O1kUvbzEWG2xzyy9TZ,공과대학,공학,2,정원내신입학,재학,신소재공학과,신소재공학전공,AAEg0pRgP/AA4MDAFJDKct5i,korean,석사과정,,,19950307,4.17,4,9568500,48.3,48.7,타교,,398687.5
1034,1034,2093,AAG5bLa93SgoxBFEFNdW4oFI,공과대학,공학,2,정원내신입학,재학,신소재공학과,신소재공학전공,AAEQVR5vzA37fG9ZjitVV427,korean,석사과정,,,19940207,4.19,4,11927250,47.7,48,타교,,496968.75
1035,1035,2094,AAESOQfJAWJ2rmgGjdgR2j+t,공과대학,공학,2,정원내신입학,재학,신소재공학과,신소재공학전공,AAFi4juzPESAU71QzFVv2xel,korean,석사과정,,,19950121,4.43,4,38500000,47.7,47.7,타교,,1604166.667
1036,1036,2095,AAGsVU1sk3me8PaT1QQJjAs0,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAHMngiUwqKD8mqXyCpl4RdA,korean,석사과정,,,19940901,4.31,4,,48.3,48.3,타교,,0
1037,1037,2096,AAEQAqVhpHrl4lqLp/cUkw5t,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAG1JS763bArlfh1Ui7r3385,korean,석사과정,,,19941224,4.45,4,30903740,47.67,47.67,자교,,1287655.833
1038,1038,2097,AAHttBnSCP9QYDm8/uN2/QAb,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAGng2Xk5q/nlflQ02KiFiAY,korean,석사과정,,,19970823,3.75,4,,46,45.67,타교,,0
1056,1056,2126,AAHPWvNm1Tq8TXYu92tckPr/,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAH4u4vv2J912Kca+GN/bWlb,korean,석사과정,,,19950120,4.25,4,33192000,49.7,49.3,자교,,1383000
1057,1057,2127,AAFtgDpBD4pK5clI+Kqw0gv7,공과대학,공학,2,정원내신입학,재학,신소재공학과,신소재공학전공,AAGIpY6zTBUyBLr8cJYk1U6J,korean,석사과정,,,19970225,4.38,4,,49,49,자교,,0
1058,1058,2128,AAEtlVExV7OE42u7gDpxNRKB,공과대학,공학,1,정원내신입학,재학,신소재공학과,신소재공학전공,AAFrKRhc4pBNk+lwpuzAzJxf,korean,석사과정,,,19950223,4.29,4,34940000,49.3,49.3,자교,,1455833.333
1059,1059,2130,AAE/UZLz3GVDkEk453F0ZaOA,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAFgFJdHtItomDhzhC+rjvBq,korean,석사과정,,,19961127,3.94,4,,47.33,47.67,타교,,0
1064,1064,2136,AAEkivSXFXr7mDF7jNjqKm34,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19940622,4.25,4,,47.67,48,타교,,0
1065,1065,2137,AAEfQKZvMStcN1yhVHUacSz+,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAHzaVIDOCozuqqJ4+XoZyxb,korean,석사과정,,,19971201,4.38,4,,46.67,46.67,타교,,0
1066,1066,2138,AAGuVK7gtvOu7PZQOiW+tUjP,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF4pNgCtw8Vp1PBSri//9b6,korean,석사과정,,,19950404,3.88,4,,47.33,47.33,타교,,0
1067,1067,2139,AAHFGstr5CQjSF+R9gwyQEPr,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,석사과정,,,19950607,4.25,4,,48,48.33,타교,,0
1068,1068,2140,AAHBaku+h+PL/x7g347rCmZ5,공과대학,공학,2,학연산협동과정,재학,신소재공학과,신소재공학전공,AAE4RWtRb5Aywzq18+9py2WY,korean,석사과정,,,19950124,4.13,4,,49,48.67,타교,,0
1078,1078,2154,AAHDkiJtnX5YpJSGcyyFH7WB,공과대학,공학,1,학연산협동과정,재학,신소재공학과,신소재공학전공,AAG/JVT6xluE6DbNm+mre8iq,korean,석사과정,,,19940723,4.06,4,,47,47.33,타교,,0
1083,1083,2160,AAFgLA6LCv3B/HR9Fb0r+OAH,공과대학,공학,1,정원내신입학,제적,신소재공학과,신소재공학전공,AAFiFnbgowp64/vIKAkflPLV,korean,석사과정,,,19940304,4.3,3,23910000,48.33,48.33,자교,,1328333.333
1086,1086,2163,AAEmFjPz1ZiXC/sx3+XBEyAs,공과대학,공학,2,정원내신입학,휴학,건축학과,건축계획학전공,AAERRXn4gTa1H1Bj8Jwtb83Q,korean,석사과정,,,19710917,4.5,1,,37.1,51,타교,,0
1087,1087,2165,AAHkciJXpnfQq8STCsWD0NtS,공과대학,공학,1,정원내신입학,재학,건축학과,건축계획학전공,AAGc8sBIVxig3zYr5RiEg0op,korean,석사과정,,,19950330,4.38,4,7020000,39.41,49,타교,,292500
1088,1088,2167,AAHuJwoEiRcF+IahA7k5jTtp,공과대학,공학,1,정원내신입학,재학,건축학과,건축계획학전공,AAGqlLslP9/uIFQLbRKSWiid,korean,석사과정,,,19751207,3.6,4,,35.23,58,타교,,0
1091,1091,2170,AAHllAfeJtH9BOqgO6/Zi4c0,공과대학,공학,1,정원내신입학,재학,화공생명공학과,화공생명공학전공,AAGmLuTrvsIfADC3wzxuZFTM,korean,석사과정,,,19930109,4.06,4,26250636,43.5,28,타교,,1093776.5
1092,1092,2171,AAG7hlwmvmjzUjeZFYEw4aJl,공과대학,공학,1,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAEq8HcBVKlZ1zoHoDD1+2+v,korean,석사과정,,,19940117,4.33,4,,56.5,34,타교,,0
1096,1096,2182,AAFj7RxAfdrX3Z/JFpSln4zb,공과대학,공학,2,정원내신입학,휴학,건축학과,건축계획학전공,AAEjMsfJhz6aAH7Yu3NHhH3H,korean,석사과정,,,19960620,4.38,2,8400000,37.77,60,자교,,700000
1101,1101,2187,AAHUIYwL01Lc8mPeUH+voBnu,공과대학,공학,1,정원내신입학,재학,건축학과,건축계획학전공,AAGc8sBIVxig3zYr5RiEg0op,korean,석사과정,,,19881014,4.38,4,5400000,34.83,60,타교,,225000
1104,1104,2190,AAFtrG6s1USpZwgspGGwO70X,공과대학,공학,1,정원내신입학,재학,건축학과,도시계획 및 도시설계전공,AAHgiM2C3WUM7yWRxcTuz+r0,korean,석사과정,,,19910722,3.93,4,,35.67,58,타교,,0
1105,1105,2191,AAGcFEWyLs68cds2HkKrpsXu,공과대학,공학,2,외국인,재학,건축학과,도시계획 및 도시설계전공,AAHgiM2C3WUM7yWRxcTuz+r0,foreigner,석사과정,,,19951220,4.25,4,,89.4,0,타교,,0
1106,1106,2192,AAHBLv2P5O0eko4vq3GsN+Va,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAHgUVNRwv/2JnLflHfEFa8n,korean,석사과정,,,19960101,4.22,4,,54,33.5,타교,,0
1107,1107,2193,AAHI856p1TQYX9CdLKCX/abL,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAGXlfpkTlt2jDHcvujVd5hy,korean,석사과정,,,19920819,4.06,4,,58.5,36,타교,,0
1108,1108,2194,AAH2HZErdg5FG4TSXNFWSGY2,공과대학,공학,1,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAGdCALv8tDzVS5bGNFahoAe,korean,석사과정,,,19951113,4.25,4,,54,31.5,타교,,0
1109,1109,2202,AAEXOxffsXxFwHi9/J4opFd4,공과대학,공학,1,외국인,재학,건축학과,건축계획학전공,AAEjMsfJhz6aAH7Yu3NHhH3H,foreigner,석사과정,,,19910103,4.06,4,,88.33,0,자교,,0
1110,1110,2204,AAHZ3+IWJ7zix05zbdoT5CX6,공과대학,공학,1,외국인,재학,건축학과,건축계획학전공,AAGqlLslP9/uIFQLbRKSWiid,foreigner,석사과정,,,19950201,3.75,4,,88.96,0,타교,,0
1119,1119,2230,AAH8GH/iEOHKOuPmC37gLdgq,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAGaCMeTjNaKuSWvzyinL5sl,korean,석사과정,,,19951206,4.21,4,,54,30.5,타교,,0
1131,1131,2246,AAHnQ4NVKRgn9lXx4k8GScga,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAG3UgRiZnI8ns5BXTcxNxGC,korean,석사과정,,,19970511,4.28,4,,59.25,38.25,타교,,0
1133,1133,2248,AAHGwp4Z1XlLy0OKaTNAWJUx,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAFT5aAQWoSTjHQ9sbU7sw8f,korean,석사과정,,,19900903,3.6,4,,55,33.5,타교,,0
1134,1134,2249,AAHTxtplHNHmUQIj6Uxoj2dy,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAG3UgRiZnI8ns5BXTcxNxGC,korean,석사과정,,,19961016,4.06,4,,56.75,35.75,타교,,0
1137,1137,2256,AAHU74vmXoY25eX/CiJ62kGl,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAEq8HcBVKlZ1zoHoDD1+2+v,korean,석사과정,,,19960219,4.11,4,,58.25,38.25,타교,,0
1138,1138,2258,AAGWlOKGqJMivUCzx/Tykt7V,공과대학,공학,1,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAGWn8vhtNMlkrJTHrGGXO3e,korean,석사과정,,,19930418,4.38,4,,54,30.5,타교,,0
1139,1139,2259,AAHquHyYwwkAAeblgfs0fqWU,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAGmLuTrvsIfADC3wzxuZFTM,korean,석사과정,,,19950611,4.19,4,,54,32.5,타교,,0
1140,1140,2260,AAFngkasYc793QoahAstFzBT,공과대학,공학,2,학연산협동과정,재학,화공생명공학과,화공생명공학전공,AAFT5aAQWoSTjHQ9sbU7sw8f,korean,석사과정,,,19950823,4.06,4,,53.75,29.75,타교,,0
1172,1172,2342,AAFOSSNb2uKjk60dL9pz1gWs,공과대학,공학,2,정원내신입학,재학,화공생명공학과,화공생명공학전공,AAGXlfpkTlt2jDHcvujVd5hy,korean,석사과정,,,19970227,4.13,4,31500000,43.25,30.25,타교,,1312500
